References,Reaction,Year
"Article; Julia,M.; Descoins,C.; Bulletin de la Societe Chimique de France; (1964); p. 2541 - 2544;",C#CCCCC.CC=C(C(=O)OCC)C(=O)OCC>>CCCCC#CC(C)C(C(=O)OCC)C(=O)OCC,1964
"Article; Goldsmith,D.J.; Hartman,J.A.; Journal of Organic Chemistry; vol. 29; (1964); p. 3524 - 3527;",C=CC(=O)CC.CCOC(=O)C(=O)C(C)C(=O)OCC>>CCOC(=O)C(=O)C(C)(CCC(=O)CC)C(=O)OCC,1964
"Article; Lunt,E.; Tetrahedron, Supplement; vol. 6; (1964); p. 291 - 315;",C=CC(=O)CC.CCC(CC)[N+](=O)[O-]>>CCC(=O)CCC(CC)(CC)[N+](=O)[O-],1964
"Article; Pattison,F.L.M. et al.; Canadian Journal of Chemistry; vol. 43; (1965); p. 1700 - 1713;",C=CC(=O)OC.COC(=O)CC(=O)OC>>COC(=O)CCC(C(=O)OC)C(=O)OC,1965
"Article; Dimroth,K.; Wache,H.; Chemische Berichte; vol. 99; (1966); p. 399 - 404;",Cc1ccc(C=CC(=O)c2ccccc2)cc1.O=C(Cc1ccccc1)c1ccccc1>>Cc1ccc(C(CC(=O)c2ccccc2)C(C(=O)c2ccccc2)c2ccccc2)cc1,1966
"Article; Selvarajan,R. et al.; Tetrahedron; vol. 22; (1966); p. 949 - 954;",C=CC(C)=O.CC1C(=O)CCCCC1=O>>CC(=O)CCC1(C)C(=O)CCCCC1=O,1966
Article; Vita; Bucher; Chemische Berichte; vol. 99; 10; (1966); p. 3387 - 3389;,C=CC#N.CCC[N+](=O)[O-]>>CCC(CCC#N)[N+](=O)[O-],1966
"Article; Colonge,J.; Guigues,F.; Bulletin de la Societe Chimique de France; (1967); p. 3881 - 3888;",CC=CC#N.CCOC(=O)CC#N>>CCOC(=O)C(C#N)C(C)CC#N,1967
"Article; Julia,M. et al.; Bulletin de la Societe Chimique de France; (1968); p. 987 - 999;",C=CC(=O)OCC.CC(C)C(C#N)c1ccccc1>>CCOC(=O)CCC(C#N)(c1ccccc1)C(C)C,1968
"Article; Huang,R.L. et al.; Journal of the Chemical Society C: Organic; (1968); p. 2217 - 2221;",CC(=O)C=Cc1ccccc1.CCOC(=O)CC#N>>CCOC(=O)C(C#N)C(CC(C)=O)c1ccccc1,1968
"Article; Rehberg,R.; Kroehnke,F.; Justus Liebigs Annalen der Chemie; vol. 717; (1968); p. 91 - 95;",O=C(C=Cc1ccccc1)c1ccccc1.O=C(CC(=O)c1ccccc1)c1ccccc1>>O=C(CC(c1ccccc1)C(C(=O)c1ccccc1)C(=O)c1ccccc1)c1ccccc1,1968
"Article; Smirnova,A.A. et al.; Journal of Organic Chemistry USSR (English Translation); vol. 4; (1968); p. 2166 - 2174; Zhurnal Organicheskoi Khimii; vol. 4; (1968); p. 2245 - 2255;",CCOC(=O)C[N+](=O)[O-].O=[N+]([O-])C=Cc1ccccc1>>CCOC(=O)C(C(C[N+](=O)[O-])c1ccccc1)[N+](=O)[O-],1968
"Article; Vig,O.P. et al.; Journal of the Indian Chemical Society; vol. 45; (1968); p. 615 - 627;",CCOC(=O)CC(=O)OCC.O=C1C=CCCC1>>CCOC(=O)C(C(=O)OCC)C1CCCC(=O)C1,1968
"Article; Smirnova,A.A. et al.; Journal of Organic Chemistry USSR (English Translation); vol. 4; (1968); p. 2166 - 2174; Zhurnal Organicheskoi Khimii; vol. 4; (1968); p. 2245 - 2255;",C=CC(=O)OC.CCOC(=O)C[N+](=O)[O-]>>CCOC(=O)C(CCC(=O)OC)[N+](=O)[O-],1968
"Article; Rehberg,R.; Kroehnke,F.; Justus Liebigs Annalen der Chemie; vol. 717; (1968); p. 91 - 95;",CC(=O)CC(C)=O.O=C(C=Cc1ccccc1)c1ccccc1>>CC(=O)C(C(C)=O)C(CC(=O)c1ccccc1)c1ccccc1,1968
"Article; Julia,M. et al.; Bulletin de la Societe Chimique de France; (1968); p. 987 - 999;",C=CC(=O)OCC.N#CCc1ccccc1>>CCOC(=O)CCC(C#N)c1ccccc1,1968
"Article; Le Guillanton,G.; Lamant,M.; Comptes Rendus des Seances de l'Academie des Sciences, Serie C: Sciences Chimiques; vol. 268; (1969); p. 864 - 866;",C=CC(C)=O.N#CC1CCCC1=O>>CC(=O)CCC1(C#N)CCCC1=O,1969
"Article; Sopova,A.S. et al.; Journal of Organic Chemistry USSR (English Translation); vol. 5; (1969); p. 844 - 849; Zhurnal Organicheskoi Khimii; vol. 5; 5; (1969); p. 858 - 863;",CCOC(=O)C(Br)C(=O)OCC.O=[N+]([O-])C=Cc1ccccc1>>CCOC(=O)C(Br)(C(=O)OCC)C(C[N+](=O)[O-])c1ccccc1,1969
"Article; Marshall,J.A.; Partridge,J.J.; Tetrahedron; vol. 25; (1969); p. 2159 - 2192;",C=CC(C)=O.CCOC(=O)C1CCCCCC1=O>>CCOC(=O)C1(CCC(C)=O)CCCCCC1=O,1969
"Article; Austin,E.M. et al.; Tetrahedron; vol. 25; (1969); p. 5509 - 5516;",C=CC(=O)c1ccccc1.CCOC(=O)CC(C)=O>>CCOC(=O)C(CCC(=O)c1ccccc1)C(C)=O,1969
"Article; Sopova,A.S. et al.; Journal of Organic Chemistry USSR (English Translation); vol. 5; (1969); p. 844 - 849; Zhurnal Organicheskoi Khimii; vol. 5; 5; (1969); p. 858 - 863;",CCOC(=O)CC(=O)OCC.O=[N+]([O-])C=Cc1ccccc1>>CCOC(=O)C(C(=O)OCC)C(C[N+](=O)[O-])c1ccccc1,1969
Article; Crispin; Vanstone; Whithurst; Journal of the Chemical Society. Perkin transactions I; vol. 1; (1970); p. 10 - 18;,C=CC(C)=O.CC1C(=O)CCC1=O>>CC(=O)CCC1(C)C(=O)CCC1=O,1970
"Article; Marshall,J.A.; Belletire,J.L.; Synthetic Communications; vol. 1; (1971); p. 93 - 97;",COC(=O)CC(=O)OC.O=C1C=CCCC1>>COC(=O)C(C(=O)OC)C1CCCC(=O)C1,1971
"Article; Saegusa,T. et al.; Journal of the American Chemical Society; vol. 93; 22; (1971); p. 5656 - 5661;",CC=CC(=O)OC.CCOC(=O)CC(=O)OCC>>CCOC(=O)C(C(=O)OCC)C(C)CC(=O)OC,1971
"Article; Pollini,G.P. et al.; Synthesis; (1972); p. 44 - 45;",COC(=O)C=Cc1ccccc1.C[N+](=O)[O-]>>COC(=O)CC(C[N+](=O)[O-])c1ccccc1,1972
"Article; Dehmlow,E.V.; Justus Liebigs Annalen der Chemie; vol. 758; (1972); p. 148 - 154;",C=CC(=O)OC.ClC(Cl)Cl>>COC(=O)CCC(Cl)(Cl)Cl,1972
"Article; Larkin,J.M.; Kreuz,K.L.; Journal of Organic Chemistry; vol. 37; (1972); p. 3079 - 3085;; ; Article; Szantay, Csaba; Kardos-Balogh, Zsuzsanna; Moldvai, Istvan; Szantay Jr., Csaba; Temesvari-Major, Eszter; Blasko, Gabor; Tetrahedron Letters; vol. 35; 19; (1994); p. 3171 - 3174;",C=CC(C)=O.C[N+](=O)[O-]>>CC(=O)CCC[N+](=O)[O-],1972
"Article; Pollini,G.P. et al.; Synthesis; (1972); p. 44 - 45;",CC=CC(=O)OC.C[N+](=O)[O-]>>COC(=O)CC(C)C[N+](=O)[O-],1972
"Article; Begbie,A.L.; Golding,B.T.; Journal of the Chemical Society. Perkin transactions I; (1972); p. 602 - 605;",C=CC(C)=O.COC(=O)CC(C)=O>>COC(=O)C(CCC(C)=O)C(C)=O,1972
"Article; Connor,D.T.; von Strandtmann,M.; Journal of Organic Chemistry; vol. 38; 5; (1973); p. 1047 - 1049;",CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=[N+]([O-])C=Cc1ccc(F)cc1>>CCOC(=O)C(C(C[N+](=O)[O-])c1ccc(F)cc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,1973
"Article; Connor,D.T.; von Strandtmann,M.; Journal of Organic Chemistry; vol. 38; 5; (1973); p. 1047 - 1049;",CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=[N+]([O-])C=Cc1ccccc1>>CCOC(=O)C(C(C[N+](=O)[O-])c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,1973
"Article; Bindra,J.S. et al.; Journal of Medicinal Chemistry; vol. 18; (1975); p. 921 - 925;",C=CC(=O)CCC.CC1C(=O)CCC1=O>>CCCC(=O)CCC1(C)C(=O)CCC1=O,1975
"Article; Rao,C.J.; Murthy,A.K.; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 16; (1978); p. 636 - 637;",Cc1noc(C)c1[N+](=O)[O-].O=C(C=Cc1ccc(Cl)cc1Cl)c1ccccc1>>Cc1noc(CC(CC(=O)c2ccccc2)c2ccc(Cl)cc2Cl)c1[N+](=O)[O-],1978
"Article; Rao,C.J.; Murthy,A.K.; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 16; (1978); p. 636 - 637;",Cc1ccc(C(=O)C=Cc2ccc(Cl)cc2)cc1.Cc1noc(C)c1[N+](=O)[O-]>>Cc1ccc(C(=O)CC(Cc2onc(C)c2[N+](=O)[O-])c2ccc(Cl)cc2)cc1,1978
"Article; Kryshtal',G.V. et al.; Bulletin of the Academy of Sciences of the USSR Division of Chemical Science; vol. 27; (1978); p. 2508 - 2510; Izvestiya Akademii Nauk SSSR, Seriya Khimicheskaya; vol. 27; 12; (1978); p. 2808 - 2811;",C=CC=O.CCOC(=O)CC(=O)OCC>>CCOC(=O)C(CCC=O)C(=O)OCC,1978
"Article; Kryshtal',G.V. et al.; Bulletin of the Academy of Sciences of the USSR Division of Chemical Science; vol. 27; (1978); p. 2508 - 2510; Izvestiya Akademii Nauk SSSR, Seriya Khimicheskaya; vol. 27; 12; (1978); p. 2808 - 2811;",CCOC(=O)CC(=O)OCC.O=CC=Cc1ccccc1>>CCOC(=O)C(C(=O)OCC)C(CC=O)c1ccccc1,1978
"Article; Rao,C.J.; Murthy,A.K.; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 16; (1978); p. 636 - 637;",Cc1noc(C)c1[N+](=O)[O-].O=C(C=Cc1ccccc1)c1ccccc1>>Cc1noc(CC(CC(=O)c2ccccc2)c2ccccc2)c1[N+](=O)[O-],1978
"Article; Rao,C.J.; Murthy,A.K.; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 16; (1978); p. 636 - 637;",Cc1noc(C)c1[N+](=O)[O-].O=C(C=Cc1ccc(Cl)cc1)c1ccccc1>>Cc1noc(CC(CC(=O)c2ccccc2)c2ccc(Cl)cc2)c1[N+](=O)[O-],1978
"Article; Rao,C.J.; Murthy,A.K.; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 16; (1978); p. 636 - 637;",Cc1ccc(C=CC(=O)c2ccccc2)cc1.Cc1noc(C)c1[N+](=O)[O-]>>Cc1ccc(C(CC(=O)c2ccccc2)Cc2onc(C)c2[N+](=O)[O-])cc1,1978
"Article; Rao,C.J.; Murthy,A.K.; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 16; (1978); p. 636 - 637;",COc1ccc(C=CC(=O)c2ccccc2)cc1.Cc1noc(C)c1[N+](=O)[O-]>>COc1ccc(C(CC(=O)c2ccccc2)Cc2onc(C)c2[N+](=O)[O-])cc1,1978
"Article; Kryshtal,G.V. et al.; Synthesis; (1979); p. 107 - 109;",C/C=C/C=O.CCOC(=O)CC(=O)OCC>>CCOC(=O)C(C(=O)OCC)C(C)CC=O,1979
"Article; Stevens,R.V.; Lee,A.W.M.; Journal of the American Chemical Society; vol. 101; (1979); p. 7032 - 7035;",C=CC=O.COC(=O)CC(=O)OC>>COC(=O)C(CCC=O)C(=O)OC,1979
"Article; Terashima,S. et al.; Tetrahedron Letters; (1979); p. 3469 - 3472;",C=CC(C)=O.CC(=O)C(C)C(C)=O>>CC(=O)CCC(C)(C(C)=O)C(C)=O,1979
"Article; Kryshtal,G.V. et al.; Synthesis; (1979); p. 107 - 109;",C/C=C/C=O.CCOC(=O)CC(C)=O>>CCOC(=O)C(C(C)=O)C(C)CC=O,1979
"Article; Kryshtal,G.V. et al.; Synthesis; (1979); p. 107 - 109;",CCOC(=O)CC(=O)OCC.O=C/C=C/c1ccccc1>>CCOC(=O)C(C(=O)OCC)C(CC=O)c1ccccc1,1979
"Article; Al-Hajjar, Farouk H.; Al-Farkh, Yusuf A.; Al-Shamali, Fatima; Journal of Chemical and Engineering Data; vol. 25; 1; (1980); p. 85 - 88;",CCOC(=O)CC(=O)OCC.Cc1ccc(C=CC(=O)c2ccccc2)cc1>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccccc1)c1ccc(C)cc1,1980
"Article; Nelson, John H.; Howells, Peter N.; DeLullo, George C.; Landen, George L.; Henry, Ronald A.; Journal of Organic Chemistry; vol. 45; 7; (1980); p. 1246 - 1249;",CCOC(=O)CC(C)=O.O=[N+]([O-])/C=C/c1ccccc1>>CCOC(=O)C(C(C)=O)C(C[N+](=O)[O-])c1ccccc1,1980
"Article; Nelson, John H.; Howells, Peter N.; DeLullo, George C.; Landen, George L.; Henry, Ronald A.; Journal of Organic Chemistry; vol. 45; 7; (1980); p. 1246 - 1249;",CCOC(=O)CC(=O)OCC.O=[N+]([O-])/C=C/c1ccccc1>>CCOC(=O)C(C(=O)OCC)C(C[N+](=O)[O-])c1ccccc1,1980
"Article; Irie, Kazuo; Miyazu, Ken-ichi; Watanabe, Ken-ichi; Chemistry Letters; (1980); p. 353 - 354;",CC(=O)C=Cc1ccccc1.C[N+](=O)[O-]>>CC(=O)CC(C[N+](=O)[O-])c1ccccc1,1980
"Article; Nelson, John H.; Howells, Peter N.; DeLullo, George C.; Landen, George L.; Henry, Ronald A.; Journal of Organic Chemistry; vol. 45; 7; (1980); p. 1246 - 1249;",CC(=O)CC(C)=O.O=[N+]([O-])/C=C/c1ccccc1>>CC(=O)C(C(C)=O)C(C[N+](=O)[O-])c1ccccc1,1980
"Article; Higashiyama, Kimio; Otamasu, Hirotaka; Chemical and pharmaceutical bulletin; vol. 28; 5; (1980); p. 1540 - 1545;",CC(C)=O.N#CC(C#N)=C1C(=O)Nc2ccccc21>>CC(=O)CC1(C(C#N)C#N)C(=O)Nc2ccccc21,1980
"Article; Irie, Kazuo; Miyazu, Ken-ichi; Watanabe, Ken-ichi; Chemistry Letters; (1980); p. 353 - 354;",C[N+](=O)[O-].O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccccc1>>O=C(CC(C[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1)c1ccccc1,1980
"Article; Al-Hajjar, Farouk H.; Al-Farkh, Yusuf A.; Al-Shamali, Fatima; Journal of Chemical and Engineering Data; vol. 25; 1; (1980); p. 85 - 88;",CCOC(=O)CC(=O)OCC.O=C(C=Cc1ccc(Cl)cc1)c1ccccc1>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccccc1)c1ccc(Cl)cc1,1980
"Article; Popandova-Yambolieva, K.; Dobrev, A.; Ivanov, C.; Synthetic Communications; vol. 11; 4; (1981); p. 335 - 342;",N#CCc1ccccc1.O=C1C=CCCC1>>N#CC(c1ccccc1)C1CCCC(=O)C1,1981
Article; Banfi; Cinquini; Colonna; Bulletin of the Chemical Society of Japan; vol. 54; 6; (1981); p. 1841 - 1843;,C=CC(C)=O.COC(=O)C1Cc2ccccc2C1=O>>COC(=O)C1(CCC(C)=O)Cc2ccccc2C1=O,1981
"Article; Matsumoto, Kiyoshi; Angewandte Chemie; vol. 93; 9; (1981); p. 803 - 804;",CCOC(=O)C(C(=O)OCC)c1ccccc1.O=C(C=Cc1ccccc1)c1ccccc1>>CCOC(=O)C(C(=O)OCC)(c1ccccc1)C(CC(=O)c1ccccc1)c1ccccc1,1981
"Article; Rao, C. Janakirama; Reddy, K. Malla; Murthy, A. Krishna; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 20; 11; (1981); p. 997 - 998;",CC(=O)CC(C)=O.Cc1noc(C=Cc2ccc(Cl)cc2)c1[N+](=O)[O-]>>CC(=O)C(C(C)=O)C(Cc1onc(C)c1[N+](=O)[O-])c1ccc(Cl)cc1,1981
"Article; Rao, C. Janakirama; Reddy, K. Malla; Murthy, A. Krishna; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 20; 11; (1981); p. 997 - 998;",CC(=O)CC(C)=O.Cc1noc(C=Cc2ccccc2Cl)c1[N+](=O)[O-]>>CC(=O)C(C(C)=O)C(Cc1onc(C)c1[N+](=O)[O-])c1ccccc1Cl,1981
"Article; Colonna, Stefano; Re, Alberto; Wynberg, Hans; Journal of the Chemical Society. Perkin transactions I; (1981); p. 547 - 552;",C=CS(=O)(=O)c1ccccc1.CC[N+](=O)[O-]>>CC(CCS(=O)(=O)c1ccccc1)[N+](=O)[O-],1981
"Article; Krauze, A. A.; Bomika, Z. A.; Shestopalov, A. M.; Rodinovskaya, L. A.; Pelcher, Yu. E'; et al.; Chemistry of Heterocyclic Compounds; vol. 17; 3; (1981); p. 279 - 284; Khimiya Geterotsiklicheskikh Soedinenii; vol. 17; 3; (1981); p. 377 - 382;",N#CCC#N.O=C(C=Cc1ccc(Cl)cc1)c1ccccc1>>N#CC(C#N)C(CC(=O)c1ccccc1)c1ccc(Cl)cc1,1981
"Article; Krauze, A. A.; Bomika, Z. A.; Shestopalov, A. M.; Rodinovskaya, L. A.; Pelcher, Yu. E'; et al.; Chemistry of Heterocyclic Compounds; vol. 17; 3; (1981); p. 279 - 284; Khimiya Geterotsiklicheskikh Soedinenii; vol. 17; 3; (1981); p. 377 - 382;",COc1ccc(C=CC(=O)c2ccccc2)cc1.N#CCC#N>>COc1ccc(C(CC(=O)c2ccccc2)C(C#N)C#N)cc1,1981
Article; Ghatge; Kulkarni; Kadam; Journal of the Indian Chemical Society; vol. 58; 1; (1981); p. 90 - 91;,CCOC(=O)CC(=O)OCC.O=C(C=Cc1ccccc1)c1ccc(Cl)cc1>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccc(Cl)cc1)c1ccccc1,1981
"Article; Rao, C. Janakirama; Reddy, K. Malla; Murthy, A. Krishna; Indian Journal of Chemistry - Section B Organic and Medicinal Chemistry; vol. 20; 11; (1981); p. 997 - 998;",CC(=O)CC(C)=O.Cc1ccc(C=Cc2onc(C)c2[N+](=O)[O-])cc1>>CC(=O)C(C(C)=O)C(Cc1onc(C)c1[N+](=O)[O-])c1ccc(C)cc1,1981
Article; Moskalyk; Mak; Chatten; Locock; Journal of Pharmaceutical Sciences; vol. 70; 5; (1981); p. 496 - 500;,C=CC(C)=O.CCOC(=O)C[N+](=O)[O-]>>CCOC(=O)C(CCC(C)=O)[N+](=O)[O-],1981
Article; Ghatge; Kulkarni; Kadam; Journal of the Indian Chemical Society; vol. 58; 1; (1981); p. 90 - 91;,CCOC(=O)CC(=O)OCC.COc1ccc(C=CC(=O)c2ccccc2)cc1>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccccc1)c1ccc(OC)cc1,1981
"Article; Harrison, Peter J.; Fookes, Christopher J. R.; Battersby, Alan R.; Journal of the Chemical Society. Chemical communications; 15; (1981); p. 797 - 799;",CC(=O)C=C(C)C.Cc1c(CC[N+](=O)[O-])[nH]c(C(=O)OC(C)(C)C)c1C>>CC(=O)CC(C)(C)C(Cc1[nH]c(C(=O)OC(C)(C)C)c(C)c1C)[N+](=O)[O-],1981
"Article; Krauze, A. A.; Bomika, Z. A.; Shestopalov, A. M.; Rodinovskaya, L. A.; Pelcher, Yu. E'; et al.; Chemistry of Heterocyclic Compounds; vol. 17; 3; (1981); p. 279 - 284; Khimiya Geterotsiklicheskikh Soedinenii; vol. 17; 3; (1981); p. 377 - 382;",COc1ccc(C(=O)C=Cc2ccccc2)cc1.N#CCC#N>>COc1ccc(C(=O)CC(c2ccccc2)C(C#N)C#N)cc1,1981
"Article; Krauze, A. A.; Bomika, Z. A.; Shestopalov, A. M.; Rodinovskaya, L. A.; Pelcher, Yu. E'; et al.; Chemistry of Heterocyclic Compounds; vol. 17; 3; (1981); p. 279 - 284; Khimiya Geterotsiklicheskikh Soedinenii; vol. 17; 3; (1981); p. 377 - 382;",Cc1ccc(C(=O)C=Cc2ccccc2)cc1.N#CCC#N>>Cc1ccc(C(=O)CC(c2ccccc2)C(C#N)C#N)cc1,1981
"Article; Gomez-Sanchez, Antonio; Stiefel, Berta Marco; Fernandez-Fernandez, Rosario; Pascual, Conrado; Bellanato, Juana; Journal of the Chemical Society. Perkin transactions I; (1982); p. 441 - 447;",COC(=O)CC(C)=O.O=[N+]([O-])/C=C/c1ccccc1>>COC(=O)C(C(C)=O)C(C[N+](=O)[O-])c1ccccc1,1982
"Article; Garcia-Raso, A.; Garcia-Raso, J; Campaner, B.; Mestres, R.; Sinisterra, J. V.; Synthesis; 12; (1982); p. 1037 - 1041;",CC(=O)CC(C)=O.O=C(/C=C/c1ccccc1)c1ccccc1>>CC(=O)C(C(C)=O)C(CC(=O)c1ccccc1)c1ccccc1,1982
"Article; Kostova, Kalina; Lorenzi-Riatsch, Annalaura; Nakashita, Yoshihiko; Hesse, Manfred; Helvetica Chimica Acta; vol. 65; 1; (1982); p. 249 - 251;",C=CC=O.O=C1CCCCC1[N+](=O)[O-]>>O=CCCC1([N+](=O)[O-])CCCCC1=O,1982
"Article; Fei, C. P.; Chan, T. H.; Synthesis; 6; (1982); p. 467 - 468;",CC(=O)CC(C)=O.O=[N+]([O-])C=Cc1ccc(Br)cc1>>CC(=O)C(C(C)=O)C(C[N+](=O)[O-])c1ccc(Br)cc1,1982
"Article; Cookson, Richard C.; Ray, Partha S.; Tetrahedron Letters; vol. 23; 34; (1982); p. 3521 - 3524;",C=CC=O.O=C1CCCCCCC1[N+](=O)[O-]>>O=CCCC1([N+](=O)[O-])CCCCCCC1=O,1982
"Article; Garcia-Raso, A.; Garcia-Raso, J; Campaner, B.; Mestres, R.; Sinisterra, J. V.; Synthesis; 12; (1982); p. 1037 - 1041;",CCOC(=O)CC(=O)OCC.O=C(/C=C/c1ccc(Cl)cc1)c1ccccc1>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccccc1)c1ccc(Cl)cc1,1982
"Article; Cookson, Richard C.; Ray, Partha S.; Tetrahedron Letters; vol. 23; 34; (1982); p. 3521 - 3524;",C=CC=O.O=C1CCCCCCCCCCC1[N+](=O)[O-]>>O=CCCC1([N+](=O)[O-])CCCCCCCCCCC1=O,1982
"Article; Garcia-Raso, A.; Garcia-Raso, J; Campaner, B.; Mestres, R.; Sinisterra, J. V.; Synthesis; 12; (1982); p. 1037 - 1041;",CCOC(=O)CC(=O)OCC.Cc1ccc(/C=C/C(=O)c2ccccc2)cc1>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccccc1)c1ccc(C)cc1,1982
"Article; Watanabe, Ken-ichi; Miyazu, Ken-ichi; Irie, Kazuro; Bulletin of the Chemical Society of Japan; vol. 55; 10; (1982); p. 3212 - 3215;",C[N+](=O)[O-].O=C(C=Cc1ccc(Cl)cc1)c1ccccc1>>O=C(CC(C[N+](=O)[O-])c1ccc(Cl)cc1)c1ccccc1,1982
"Article; Garcia-Raso, A.; Garcia-Raso, J; Campaner, B.; Mestres, R.; Sinisterra, J. V.; Synthesis; 12; (1982); p. 1037 - 1041;",CCOC(=O)CC(C)=O.O=C(/C=C/c1ccc(Cl)cc1)c1ccccc1>>CCOC(=O)C(C(C)=O)C(CC(=O)c1ccccc1)c1ccc(Cl)cc1,1982
"Article; Fei, C. P.; Chan, T. H.; Synthesis; 6; (1982); p. 467 - 468;",CC(=O)CC(C)=O.O=[N+]([O-])C=Cc1ccc([N+](=O)[O-])cc1>>CC(=O)C(C(C)=O)C(C[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1,1982
"Article; Chuit, C.; Corriu, R. J. P.; Reye, C.; Tetrahedron Letters; vol. 23; 52; (1982); p. 5531 - 5534;",C/C=C/C(=O)N1CCOCC1.CCOC(=O)CC#N>>CCOC(=O)C(C#N)C(C)CC(=O)N1CCOCC1,1982
"Article; Weller, Dwight D.; Luellen, Glenn R.; Weller, Doreen L.; Journal of Organic Chemistry; vol. 47; 24; (1982); p. 4803 - 4806;",CC(=O)c1ccc(Br)cc1.O=C(/C=C/c1ccccc1)c1ccccc1>>O=C(CC(CC(=O)c1ccc(Br)cc1)c1ccccc1)c1ccccc1,1982
"Article; Garcia-Raso, A.; Garcia-Raso, J; Campaner, B.; Mestres, R.; Sinisterra, J. V.; Synthesis; 12; (1982); p. 1037 - 1041;",CCOC(=O)CC(=O)OCC.COc1ccc(/C=C/C(=O)c2ccccc2)cc1>>CCOC(=O)C(C(=O)OCC)C(CC(=O)c1ccccc1)c1ccc(OC)cc1,1982
"Article; Garcia-Raso, A.; Garcia-Raso, J; Campaner, B.; Mestres, R.; Sinisterra, J. V.; Synthesis; 12; (1982); p. 1037 - 1041;",CC(=O)c1ccccc1.O=C(/C=C/c1ccccc1)c1ccccc1>>O=C(CC(CC(=O)c1ccccc1)c1ccccc1)c1ccccc1,1982
"Article; Garcia-Raso, A.; Garcia-Raso, J; Campaner, B.; Mestres, R.; Sinisterra, J. V.; Synthesis; 12; (1982); p. 1037 - 1041;",CCOC(=O)CC(C)=O.O=C(/C=C/c1ccccc1)c1ccccc1>>CCOC(=O)C(C(C)=O)C(CC(=O)c1ccccc1)c1ccccc1,1982
"Article; Ishikawa, Nobuo; Yokozawa, Tsutomu; Bulletin of the Chemical Society of Japan; vol. 56; 3; (1983); p. 724 - 726;",C=CC(C)=O.COC(=O)C(C(=O)OC)C(F)(F)F>>COC(=O)C(CCC(C)=O)(C(=O)OC)C(F)(F)F,1983
"Article; Thompson, Wayne J.; Buhr, Chris A.; Journal of Organic Chemistry; vol. 48; 16; (1983); p. 2769 - 2772;",C=CC(C)=O.COC(=O)C[N+](=O)[O-]>>COC(=O)C(CCC(C)=O)[N+](=O)[O-],1983
"Article; Schank, Kurt; Lorig, Werner; Liebigs Annalen der Chemie; 1; (1983); p. 112 - 136;",C=CC(=O)OCC.CCOC(=O)CC#N>>CCOC(=O)CCC(C#N)C(=O)OCC,1983
"Article; Dauben, William G.; Bunce, Richard A.; Journal of Organic Chemistry; vol. 48; 24; (1983); p. 4642 - 4648;",C=CC(C)=O.COC(=O)C1CCCC1=O>>COC(=O)C1(CCC(C)=O)CCCC1=O,1983
"Article; Baraldi, P. G.; Barco, A.; Benetti, S.; Pollini, G. P.; Simoni, D.; Tetrahedron Letters; vol. 24; 50; (1983); p. 5669 - 5672;",CCOC(=O)CC(=O)C[C@]1(C)CC[C@]2(C)C(=O)C=C[C@@H]2C1>>CCOC(=O)C1C(=O)C[C@]2(C)CC[C@]3(C)C(=O)C[C@H]1[C@@H]3C2,1983
"Article; Kadas, I.; Morvai-Kadas, V.; Toeke, L.; Acta Chimica Hungarica; vol. 113; 3; (1983); p. 303 - 308;",C[N+](=O)[O-].O=C1C=CCC1>>O=C1CCC(C[N+](=O)[O-])C1,1983
"Article; Kadas, I.; Morvai-Kadas, V.; Toeke, L.; Acta Chimica Hungarica; vol. 113; 3; (1983); p. 303 - 308;",CCC[N+](=O)[O-].O=C1C=CCC1>>CCC(C1CCC(=O)C1)[N+](=O)[O-],1983
"Article; Dauben, William G.; Bunce, Richard A.; Journal of Organic Chemistry; vol. 48; 24; (1983); p. 4642 - 4648;",C=CC(C)=O.COC(=O)C1CCCCC1=O>>COC(=O)C1(CCC(C)=O)CCCCC1=O,1983
